DataSet,Day,Income,Goods,Land,Labour,Capital
Household6,54,-2.783051041025246,354,1697,8375,5734
Household7,54,-0.2416164440729034,355,7809,2041,1484
Household8,54,0.768611951619258,495,6308,7003,2248
Household9,54,2.0705848268670852,242,4056,9344,2900
Household10,54,-1.4770300284404367,301,4969,2176,913
Household1,55,-1.4013432382904707,330,7870,6255,5149
Household2,55,-3.0018417161888262,179,2246,4265,3030
Household3,55,-0.9190315899900021,263,3543,8585,839
Household4,55,2.5231345559103495,515,8529,2776,5126
Household5,55,-3.1640712782945712,440,3150,1994,3134
Household6,55,3.08878805471465,360,1687,8365,5724
Household7,55,-2.165099756568722,362,7799,2031,1474
Household8,55,14.134419936642388,504,6298,6993,2238
Household9,55,-1.5187319625425157,247,4046,9334,2890
Household10,55,4.248203229760742,306,4959,2166,903
Household1,56,-1.6165963401921797,336,7860,6245,5139
Household2,56,-1.0282108942356256,182,2236,4255,3020
Household3,56,-2.701693401909459,268,3533,8575,829
Household4,56,26.66301071567444,524,8519,2766,5116
Household5,56,4.21646422550662,447,3140,1984,3124
Household6,56,-2.948937979747992,367,1677,8355,5714
Household7,56,3.879383854050724,368,7789,2021,1464
Household8,56,27.500227921665527,513,6288,6983,2228
Household9,56,2.8599181711631534,251,4036,9324,2880
Household10,56,-1.3057367044705028,312,4949,2156,893
Household1,57,-1.8318494420938887,342,7850,6235,5129
Household2,57,0.9454199277175679,185,2226,4245,3010
Household3,57,3.483611709286336,272,3523,8565,819
Household4,57,11.990583134793535,534,8509,2756,5106
Household5,57,-1.9102127182577782,456,3130,1974,3114
Household6,57,2.9229011159919143,373,1667,8345,5704
Household7,57,-1.985697665532367,375,7779,2011,1454
Household8,57,3.460852697434385,523,6278,6973,2218
Household9,57,-0.7293986182464476,256,4026,9314,2870
Household10,57,-3.548470369384587,318,4939,2146,883
Household1,58,-2.0471025439955977,348,7840,6225,5119
Household2,58,2.9190507496707543,188,2216,4235,3000
Household3,58,-1.610256371950321,277,3513,8555,809
Household4,58,-2.6818444460873643,544,8499,2746,5096
Household5,58,-2.4976441375718395,464,3120,1964,3104
Household6,58,-3.7081237767571373,380,1657,8335,5694
Household7,58,4.058785945087061,381,7769,2001,1444
Household8,58,16.826660682457515,532,6268,6963,2208
Household9,58,3.6492515154592216,260,4016,9304,2860
Household10,58,2.176762888816592,323,4929,2136,873
Household1,59,-2.2623556458973066,354,7830,6215,5109
Household2,59,-3.0752853514913507,192,2206,4225,2990
Household3,59,-3.3929181838697886,282,3503,8545,799
Household4,59,21.45803171367673,553,8489,2736,5086
Household5,59,-3.0850755568859114,472,3110,1954,3094
Household6,59,2.163715318982776,386,1647,8325,5684
Household7,59,-1.8062955744960298,388,7759,1991,1434
Household8,59,-2.6993892767331857,541,6258,6953,2198
Household9,59,-4.474962339324053,265,4006,9294,2850
Household10,59,-4.600867841471159,329,4919,2126,863
Household1,60,-3.7012995438554928,360,7820,6205,5099
Household2,60,-1.1016545295381501,195,2196,4215,2980
Household3,60,2.7923869273260067,286,3493,8535,789
Household4,60,6.785604132795822,563,8479,2726,5076
Household5,60,4.29545994691528,479,3100,1944,3084
Household6,60,-4.467309573766247,393,1637,8315,5674
Household7,60,4.238188036123399,394,7749,1981,1424
Household8,60,10.666418708289939,550,6248,6943,2188
Household9,60,-0.09631220561838028,269,3996,9284,2840
Household10,60,1.1243654167300239,334,4909,2116,853
Household1,61,-0.6053463764400018,366,7810,6195,5089
Household2,61,0.8719762924150434,198,2186,4205,2970
Household3,61,-2.3014811539106503,291,3483,8525,779
Household4,61,-1.9663776516539286,572,8469,2716,5066
Household5,61,-1.8312169968491183,488,3090,1934,3074
Household6,61,1.4045295219736662,399,1627,8305,5664
Household7,61,-1.6268934834596926,401,7739,1971,1414
Household8,61,24.032226693313106,559,6238,6933,2178
Household9,61,4.282337928087282,273,3986,9274,2830
Household10,61,-1.1183682481840531,340,4899,2106,843
Household1,62,-0.820599478341725,372,7800,6185,5079
Household2,62,2.8456071143682298,201,2176,4195,2960
Household3,62,3.883823957285145,295,3473,8515,769
Household4,62,22.173498508110168,581,8459,2706,5056
Household5,62,-2.4186484161631796,496,3080,1924,3064
Household6,62,-0.6915983054016834,406,1617,8295,5654
Household7,62,-3.5503767959555272,408,7729,1961,1404
Household8,62,-0.007148530918035689,569,6228,6923,2168
Household9,62,-3.8418759266959928,278,3976,9264,2820
Household10,62,-3.3611019130981514,346,4889,2096,833
Household1,63,-1.035852580243434,378,7790,6175,5069
Household2,63,-3.1487289867938753,205,2166,4185,2950
Household3,63,-1.210044123951512,300,3463,8505,759
Household4,63,7.501070927229261,591,8449,2696,5046
Household5,63,-3.0060798354772515,504,3070,1914,3054
Household6,63,-2.7877261327770526,413,1607,8285,5644
Household7,63,2.494106814663917,414,7719,1951,1394
Household8,63,13.358659454105094,578,6218,6913,2158
Household9,63,0.5367742070096799,282,3966,9254,2810
Household10,63,2.3641313451030275,351,4879,2086,823
Household1,64,-1.251105682145143,384,7780,6165,5059
Household2,64,-1.1750981648406746,208,2156,4175,2940
Household3,64,-2.9927059358709798,305,3453,8495,749
Household4,64,-1.2509108572204894,600,8439,2686,5036
Household5,64,-3.5935112547913235,512,3060,1904,3044
Household6,64,3.084112962962843,419,1597,8275,5634
Household7,64,-3.964273563205584,421,7709,1941,1384
Household8,64,26.724467439128233,587,6208,6903,2148
Household9,64,-3.052542582399921,287,3956,9244,2800
Household10,64,-4.413499385184709,357,4869,2076,813
Household1,65,-1.466358784046852,390,7770,6155,5049
Household2,65,0.7985326571125189,211,2146,4165,2930
Household3,65,3.1925991753248155,309,3443,8485,739
Household4,65,22.888965302543607,609,8429,2676,5026
Household5,65,3.7870242490098676,519,3050,1894,3034
Household6,65,-2.953613071499799,426,1587,8265,5624
Household7,65,2.0802100474138516,427,7699,1931,1374
Household8,65,2.6850922148970913,597,6198,6893,2138
Household9,65,1.326107551305748,291,3946,9234,2790
Household10,65,1.3117338730164736,362,4859,2066,803
Household1,66,-1.681611885948561,396,7760,6145,5039
Household2,66,2.7721634790657053,214,2136,4155,2920
Household3,66,-1.9012689059118415,314,3433,8475,729
Household4,66,8.2165377216627,619,8419,2666,5016
Household5,66,-2.3396526947545304,528,3040,1884,3024
Household6,66,2.9182260242401075,432,1577,8255,5614
Household7,66,-4.378170330455649,434,7689,1921,1364
Household8,66,16.05090019992022,606,6188,6883,2128
Household9,66,-2.263209238103853,296,3936,9224,2780
Household10,66,-0.9309997918975892,368,4849,2056,793
Household1,67,-1.89686498785027,402,7750,6135,5029
Household2,67,-3.2221726220963998,218,2126,4145,2910
Household3,67,4.284036205283954,318,3423,8465,719
Household4,67,-0.5354440627870503,628,8409,2656,5006
Household5,67,-2.9270841140685917,536,3030,1874,3014
Household6,67,-3.712798868508944,439,1567,8245,5604
Household7,67,1.666313280163786,440,7679,1911,1354
Household8,67,-3.4751497592704794,615,6178,6873,2118
Household9,67,2.1154408956018163,300,3926,9214,2770
Household10,67,-3.1737334568116875,374,4839,2046,783
Household1,68,-2.112118089751979,408,7740,6125,5019
Household2,68,-1.2485418001431992,221,2116,4135,2900
Household3,68,-0.8098318759527032,323,3413,8455,709
Household4,68,23.60443209697704,637,8399,2646,4996
Household5,68,-3.5145155333826636,544,3020,1864,3004
Household6,68,2.1590402272309692,445,1557,8235,5594
Household7,68,-0.2571700323320414,447,7669,1901,1344
Household8,68,9.890658225752645,624,6168,6863,2108
Household9,68,-1.4738758938077847,305,3916,9204,2760
Household10,68,2.5514998013894914,379,4829,2036,773
Household1,69,-2.327371191653688,414,7730,6115,5009
Household2,69,0.7250890218099943,224,2106,4125,2890
Household3,69,-2.592493687872171,328,3403,8445,699
Household4,69,8.93200451609614,647,8389,2636,4986
Household5,69,3.8660199704185274,551,3010,1854,2994
Household6,69,-4.471984665518054,452,1547,8225,5584
Household7,69,-2.18065334482786,454,7659,1891,1334
Household8,69,23.256466210775812,633,6158,6853,2098
Household9,69,2.9047742398978844,309,3906,9194,2750
Household10,69,-4.226130928898259,385,4819,2026,763
Household1,70,-3.766315089611874,420,7720,6105,4999
Household2,70,2.6987198437631807,227,2096,4115,2880
Household3,70,3.5928114233236244,332,3393,8435,689
Household4,70,2.2275438583304954,656,8379,2626,4976
Household5,70,-2.2606569733458706,560,3000,1844,2984
Household6,70,1.3998544302218594,458,1537,8215,5574
Household7,70,3.863830265791586,460,7649,1881,1324
Household8,70,-0.7829090134553294,643,6148,6843,2088
Household9,70,-0.6845425495117166,314,3896,9184,2740
Household10,70,1.4991023293029233,390,4809,2016,753
Household1,71,-0.6703619221964114,426,7710,6095,4989
Household2,71,-3.2956162573989243,231,2086,4105,2870
Household3,71,-1.5010566579130327,337,3383,8425,679
Household4,71,26.367420018094585,665,8369,2616,4966
Household5,71,-2.848088392659932,568,2990,1834,2974
Household6,71,-0.6962733971534902,465,1527,8205,5564
Household7,71,-2.001251253791505,467,7639,1871,1314
Household8,71,12.5828989715678,652,6138,6833,2078
Household9,71,3.6941075841939526,318,3886,9174,2730
Household10,71,-0.7436313356111537,396,4799,2006,743
Household1,72,-0.8856150240981346,432,7700,6085,4979
Household2,72,-1.3219854354457237,234,2076,4095,2860
Household3,72,-3.2837184698325004,342,3373,8415,669
Household4,72,11.694992437213681,675,8359,2606,4956
Household5,72,-3.435519811974004,576,2980,1824,2964
Household6,72,-2.7924012245288594,472,1517,8195,5554
Household7,72,4.043232356827923,473,7629,1861,1304
Household8,72,25.94870695659094,661,6128,6823,2068
Household9,72,-4.430106270589322,323,3876,9164,2720
Household10,72,-2.986365000525252,402,4789,1996,733
Household1,73,-1.1008681259998436,438,7690,6075,4969
Household2,73,0.6516453865074698,237,2066,4085,2850
Household3,73,2.901586641363295,346,3363,8405,659
Household4,73,-2.9774351436672255,685,8349,2596,4946
Household5,73,3.9450156918271873,583,2970,1814,2954
Household6,73,3.079437871211036,478,1507,8185,5544
Household7,73,-1.8218491627551678,480,7619,1851,1294
Household8,73,1.9093317323597976,671,6118,6813,2058
Household9,73,-0.05145613688364925,327,3866,9154,2710
Household10,73,2.738868257675927,407,4779,1986,723
Household1,74,-1.3161212279015526,444,7680,6065,4959
Household2,74,2.6252762084606562,240,2056,4075,2840
Household3,74,-2.192281439873362,351,3353,8395,649
Household4,74,21.162441016096874,694,8339,2586,4936
Household5,74,-2.1816612519372107,592,2960,1804,2944
Household6,74,-3.5515870215380154,485,1497,8175,5534
Household7,74,4.222634447864261,486,7609,1841,1284
Household8,74,15.275139717382928,680,6108,6803,2048
Household9,74,-3.6407729262932502,332,3856,9144,2700
Household10,74,-4.038762472611824,413,4769,1976,713
Household1,75,-1.5313743298032616,450,7670,6055,4949
Household2,75,-3.369059892701449,244,2046,4065,2830
Household3,75,3.993023671322433,355,3343,8385,639
Household4,75,6.4900134352159675,704,8329,2576,4926
Household5,75,-2.769092671251272,600,2950,1794,2934
Household6,75,2.320252074201898,491,1487,8165,5524
Household7,75,-1.6424470717188306,493,7599,1831,1274
Household8,75,3.71705668130749,688,6098,6793,2038
Household9,75,0.7378772074124189,336,3846,9134,2690
Household10,75,1.6864707855893588,418,4759,1966,703
Household1,76,-1.7466274317049706,456,7660,6045,4939
Household2,76,-1.3954290707482482,247,2036,4055,2820
Household3,76,-1.1008444099142238,360,3333,8375,629
Household4,76,-2.2619683492337828,713,8319,2566,4916
Household5,76,-3.356524090565344,608,2940,1784,2924
Household6,76,-4.310772818547125,498,1477,8155,5514
Household7,76,-3.5659303842146652,500,7589,1821,1264
Household8,76,17.082864666330607,697,6088,6783,2028
Household9,76,-2.851439581997182,341,3836,9124,2680
Household10,76,-0.5562628793247182,424,4749,1956,693
Household1,77,-1.9618805336066796,462,7650,6035,4929
Household2,77,0.5782017512049453,250,2026,4045,2810
Household3,77,-2.8835062218336915,365,3323,8365,619
Household4,77,21.877907810530314,722,8309,2556,4906
Household5,77,4.024011413235847,615,2930,1774,2914
Household6,77,1.5610662771927881,504,1467,8145,5504
Household7,77,2.478553226404779,506,7579,1811,1254
Household8,77,-2.4431852928600932,706,6078,6773,2018
Household9,77,1.527210551708487,345,3826,9114,2670
Household10,77,-2.7989965442388165,430,4739,1946,683
Household1,78,-2.1771336355083886,468,7640,6025,4919
Household2,78,2.5518325731581317,253,2016,4035,2800
Household3,78,3.3017988893621038,369,3313,8355,609
Household4,78,7.205480229649407,732,8299,2546,4896
Household5,78,-2.102665530528551,624,2920,1764,2904
Household6,78,-0.5350615501825615,511,1457,8135,5494
Household7,78,-3.979827151464722,513,7569,1801,1244
Household8,78,10.922622692163031,715,6068,6763,2008
Household9,78,-2.062106237701114,350,3816,9104,2660
Household10,78,2.9262367139623624,435,4729,1936,673
Household1,79,-2.3923867374100976,474,7630,6015,4909
Household2,79,-3.4425035280039733,257,2006,4025,2790
Household3,79,-1.7920691918745533,374,3303,8345,599
Household4,79,-1.5465015548003436,741,8289,2536,4886
Household5,79,-2.690096949842612,632,2910,1754,2894
Household6,79,-2.6311893775579023,518,1447,8125,5484
Household7,79,2.0646564591547136,519,7559,1791,1234
Household8,79,24.2884306771862,724,6058,6753,1998
Household9,79,2.3165438960045552,354,3806,9094,2650
Household10,79,-3.851394016325388,441,4719,1926,663
Household1,80,-3.8313306353682837,480,7620,6005,4899
Household2,80,-1.4688727060507727,260,1996,4015,2780
Household3,80,-3.574731003794021,379,3293,8335,589
Household4,80,22.593374604963753,750,8279,2526,4876
Household5,80,-3.277528369156684,640,2900,1744,2884
Household6,80,3.2406497181819933,524,1437,8115,5474
Household7,80,-4.393723918714787,526,7549,1781,1224
Household8,80,0.24905545295505682,734,6048,6743,1988
Household9,80,-1.2727728934050457,359,3796,9084,2640
Household10,80,1.8738392418757943,446,4709,1916,653
Household1,81,-0.7353774679528211,486,7610,5995,4889
Household2,81,0.5047581159024208,263,1986,4005,2770
Household3,81,-0.9221673833083663,386,3283,8325,579
Household4,81,7.920947024082846,760,8269,2516,4866
Household5,81,4.103007134644507,647,2890,1734,2874
Household6,81,-2.7970763162806485,531,1427,8105,5464
Household7,81,1.650759691904648,532,7539,1771,1214
Household8,81,13.614863437978187,743,6038,6733,1978
Household9,81,3.1058772403006234,363,3786,9074,2630
Household10,81,-0.3688944230382827,452,4699,1906,643
Household1,82,-0.9506305698545443,492,7600,5985,4879
Household2,82,2.478388937855607,266,1976,3995,2760
Household3,82,-2.7048291952278234,391,3273,8315,569
Household4,82,-0.8310347603669044,769,8259,2506,4856
Household5,82,-2.023669809119891,656,2880,1724,2864
Household6,82,3.074762779459258,537,1417,8095,5454
Household7,82,-0.2727236205911794,539,7529,1761,1204
Household8,82,26.980671423001326,752,6028,6723,1968
Household9,82,-0.4834395491089776,368,3776,9064,2620
Household10,82,-2.611628087952381,458,4689,1896,633
Household1,83,-1.1658836717562533,498,7590,5975,4869
Household2,83,-3.515947163306498,270,1966,3985,2750
Household3,83,3.480475915967972,395,3263,8305,559
Household4,83,23.308841399397185,778,8249,2496,4846
Household5,83,-2.6111012284339523,664,2870,1714,2854
Household6,83,-3.556262113289794,544,1407,8085,5444
Household7,83,-2.196206933086998,546,7519,1751,1194
Household8,83,2.941296198770184,762,6018,6713,1958
Household9,83,3.8952105845966916,372,3766,9054,2610
Household10,83,3.113605170248798,463,4679,1886,623
Household1,84,-1.3811367736579623,504,7580,5965,4859
Household2,84,-1.5423163413532972,273,1956,3975,2740
Household3,84,-1.6133921652686851,400,3253,8295,549
Household4,84,8.636413818516285,788,8239,2486,4836
Household5,84,-3.1985326477480243,672,2860,1704,2844
Household6,84,2.3155769824501196,550,1397,8075,5434
Household7,84,3.848276677532448,552,7509,1741,1184
Household8,84,16.307104183793314,771,6008,6703,1948
Household9,84,-4.229003270186583,377,3756,9044,2600
Household10,84,-2.4403347639824755,469,4669,1876,613
Household1,85,-1.5963898755596713,510,7570,5955,4849
Household2,85,0.4313144805998963,276,1946,3965,2730
Household3,85,-3.396053977188153,405,3243,8285,539
Household4,85,1.9319531607506413,797,8229,2476,4826
Household5,85,4.182002856053167,679,2850,1694,2834
Household6,85,-4.315447910298904,557,1387,8065,5424
Household7,85,-2.016804842050643,559,7499,1731,1174
Household8,85,-3.218945775397387,780,5998,6693,1938
Household9,85,0.14964686351908973,381,3746,9034,2590
Household10,85,3.2848984942187034,474,4659,1866,603
Household1,86,-1.8116429774613803,516,7560,5945,4839
Household2,86,2.4049453025530827,279,1936,3955,2720
Household3,86,2.7892511340076425,409,3233,8275,529
Household4,86,26.07182932051473,806,8219,2466,4816
Household5,86,-1.9446740877112312,688,2840,1684,2824
Household6,86,1.5563911854410097,563,1377,8055,5414
Household7,86,4.027678768568785,565,7489,1721,1164
Household8,86,10.146862209625738,789,5988,6683,1928
Household9,86,-3.4396699258905112,386,3736,9024,2580
Household10,86,-2.26904144001257,480,4649,1856,593
Household1,87,-2.0268960793630892,522,7550,5935,4829
Household2,87,-3.5893907986090223,283,1926,3945,2710
Household3,87,-2.3046169472290146,414,3223,8265,519
Household4,87,11.399401739633827,816,8209,2456,4806
Household5,87,-2.5321055070252925,696,2830,1674,2814
Household6,87,-0.5397366419343399,570,1367,8045,5404
Household7,87,-1.8374027510143058,572,7479,1711,1154
Household8,87,23.512670194648905,798,5978,6673,1918
